Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02 - DM4MILL - GR,Chrome 133.0.6943.142,,,07-03-2025 11:19:18,07-03-2025 11:20:35,"1m - 17,221s",PASSED
,,,,,,,
Test Cases/DM4MILL - Goods Receipts,Chrome 133.0.6943.142,,DM4MILL - GR,07-03-2025 11:19:18,07-03-2025 11:20:35,"1m - 16,795s",PASSED
"openBrowser(""https://dlwr-dmc-discovery.execution.us10-quality.web.dmc.cloud.sap/cp.portal/site#Shell-home"")",Chrome 133.0.6943.142,,,07-03-2025 11:19:19,07-03-2025 11:19:23,"4,649s",PASSED
maximizeWindow(),Chrome 133.0.6943.142,,,07-03-2025 11:19:23,07-03-2025 11:19:24,"0,129s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_Login/a_Default Identity Provider""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:24,07-03-2025 11:19:25,"1,038s",PASSED
"setText(findTestObject(""Object Repository/Page_Sign In/input_Email or User Name_j_username""), ""julie.hoste@delaware.pro"")",Chrome 133.0.6943.142,,,07-03-2025 11:19:25,07-03-2025 11:19:26,"0,953s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:19:26,07-03-2025 11:19:28,"2,098s",PASSED
"click(findTestObject(""Object Repository/Page_Sign In/button_Continue""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:28,07-03-2025 11:19:28,"0,696s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:19:28,07-03-2025 11:19:30,"2,060s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_SAP Universal ID/button_I accept all cookies""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:30,07-03-2025 11:19:31,"1,133s",PASSED
delay(2),Chrome 133.0.6943.142,,,07-03-2025 11:19:31,07-03-2025 11:19:34,"2,050s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_pro_password""), ""UB7+rfb8H+So++oIaShgEQ=="")",Chrome 133.0.6943.142,,,07-03-2025 11:19:34,07-03-2025 11:19:34,"0,795s",PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in_1""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:34,07-03-2025 11:19:34,"0,043s",NOT_RUN
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_pro_password""), ""UB7+rfb8H+So++oIaShgEQ=="")",Chrome 133.0.6943.142,,,07-03-2025 11:19:34,07-03-2025 11:19:34,"0,033s",NOT_RUN
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in_1""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:34,07-03-2025 11:19:35,"0,453s",PASSED
delay(4),Chrome 133.0.6943.142,,,07-03-2025 11:19:35,07-03-2025 11:19:39,"4,047s",PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Home/div_DM4Mill GR Good Receipts""), 0)",Chrome 133.0.6943.142,,,07-03-2025 11:19:39,07-03-2025 11:19:48,"9,069s",PASSED
"click(findTestObject(""Object Repository/Page_Home/span_DM4Mill GR""))",Chrome 133.0.6943.142,,,07-03-2025 11:19:48,07-03-2025 11:19:52,"3,903s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Home/span_DM4Mill GR""), 3)",Chrome 133.0.6943.142,,,07-03-2025 11:19:52,07-03-2025 11:19:57,"4,937s",PASSED
delay(4),Chrome 133.0.6943.142,,,07-03-2025 11:19:57,07-03-2025 11:20:01,"4,062s",PASSED
"enhancedClick(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/span_Work Center___xmlview100--reservedComp_9efbcc""))",Chrome 133.0.6943.142,,,07-03-2025 11:20:01,07-03-2025 11:20:05,"4,488s",PASSED
"setText(findTestObject(""Object Repository/Page_DDE_DM4MILL_GR_FINAL/input_Select Work Center___xmlview100--rese_915078""), ""43"")",Chrome 133.0.6943.142,,,07-03-2025 11:20:05,07-03-2025 11:20:07,"1,197s",PASSED
